response_id	duration_in_seconds	planning	recommend	research_type	research_type_6_text	field	group	comment	changed_comment	hypothesis	design	analysis	rdm	workflow	collab	preparatory	duration	stress	qrp
R_1eEFxnj2eqPBxtH	10929	Always	Very Strongly Agree	Hypothesis testing	NA	person perception	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"7
Improved"	"1
Was longer"	"7
Was reduced"	Agree
R_tDqEaAa7SFGUrWF	102	Usually	Very Strongly Disagree	Hypothesis testing	NA	social psychology	prereg	NA	NA	5	"4
Did not change"	6	6	5	"4
Did not change"	6	"4
Did not change"	6	Strongly Agree
R_3HA1cZPmL96IO4p	436	Always	Very Strongly Agree	Hypothesis testing	NA	Cognitive science	prereg	Because of the nature of my research approach (experiments) it has been natural to adopt the pre-registration approach. With explorative studies, for example test development, it is less straightforward.	NA	5	5	6	6	5	"4
Did not change"	"4
Did not change"	I do not know	"4
Did not change"	Agree
R_2f3UmrSPnTn5pRa	226	Usually	Agree	Hypothesis testing	NA	political psychology	prereg	NA	NA	5	6	6	"4
Did not change"	5	"4
Did not change"	5	3	5	Agree
R_3EnzCPm2xONYpjy	153	Always	Strongly Agree	Hypothesis testing	NA	Social psych	prereg	NA	NA	6	6	6	5	"4
Did not change"	"4
Did not change"	Not applicable	3	3	Strongly Agree
R_saEXGfjLJaLXr1v	211	Sometimes	Agree	Hypothesis testing	NA	judgement and decision-making	prereg	NA	NA	5	"4
Did not change"	"7
Got more thought-through"	5	5	"7
Got better"	5	I do not know	5	Strongly Agree
R_30jJXkpehIS49Uf	213	Usually	Neither Agree or Disagree	Hypothesis testing	NA	Consumer Behavior	prereg	I'm agnostic about pre-registration. I do it because it seems like where the field is headed.	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	3	3	Very Strongly Disagree
R_30ocXWNw0JXXC7N	334	Usually	Very Strongly Agree	Estimation	NA	meta-science	prereg	I truly believe that preregistration is an extremely useful process that generates more reliable research. It will become even more useful when new templates emerge for non-hypothesis testing research.	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got better"	"7
Improved"	"7
Was shorter"	"4
Did not change"	Very Strongly Agree
R_1MTkxsaPF7vJlpa	144	Usually	Agree	Estimation	NA	social	prereg	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Neither Agree or Disagree
R_2zkjoQkobVfb2ZE	235	Always	Very Strongly Agree	Estimation	NA	developmental psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	6	6	"4
Did not change"	"4
Did not change"	Very Strongly Agree
R_3JqNEeF6s7ziidW	170	Usually	Very Strongly Agree	Hypothesis testing	NA	judgment and decision making	prereg	NA	NA	5	5	5	"4
Did not change"	5	5	5	3	"4
Did not change"	Strongly Agree
R_riPuBnt6mYXW0Df	207	Usually	Very Strongly Agree	Hypothesis testing	NA	Social Psychology, Health Psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got better"	"7
Improved"	"4
Did not change"	6	Strongly Agree
R_2WIuXiPfW6Qd7Vb	83354	Usually	Strongly Agree	Modeling	NA	Social Psychology	prereg	NA	NA	"4
Did not change"	Not applicable	"7
Got more thought-through"	"4
Did not change"	6	Not applicable	"4
Did not change"	"4
Did not change"	5	Strongly Agree
R_OJYKZdvLcOh1JCN	153	Usually	Strongly Agree	Hypothesis testing	NA	developmental and cognitive psychology	prereg	NA	NA	6	6	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	3	3	Agree
R_2712Qioi4LRArna	3981	Frequently	Agree	Estimation	NA	health psychology	prereg	NA	NA	6	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	Not applicable	6	"4
Did not change"	"4
Did not change"	Strongly Agree
R_2wpiWC3QmXUsBpn	111	Always	Very Strongly Agree	Hypothesis testing	NA	Cognitive Psychology	prereg	NA	NA	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Strongly Agree
R_3kMyrueij7LZ7Fb	174	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	health communication	prereg	"The phrase ""got more thought-through"" from the previous page is very awkward. This survey would benefit from improved wording on those questions."	NA	"4
Did not change"	I do not know	"4
Did not change"	I do not know	"4
Did not change"	"4
Did not change"	"4
Did not change"	I do not know	"4
Did not change"	Neither Agree or Disagree
R_WBxMC1D8QyjAklH	169	Usually	Very Strongly Agree	Hypothesis testing	NA	Personality psychology	prereg	NA	NA	"4
Did not change"	"4
Did not change"	5	6	6	6	"4
Did not change"	"4
Did not change"	"4
Did not change"	Very Strongly Agree
R_p6r28kGJZiGPvdT	2691	Always	Agree	Hypothesis testing	NA	social psychology	prereg	"I agree with the idea of pre-registrations. For a couple of years I pre-register all the studies, where I am the PI. At the same time, I have concerns regarding too much of ideology and judgmental evaluations related to pre-registrations and open science. It seems to me that at times it is too much of ""if you don't do it, then you are a bad scientist/person"". Once I have been asked by a reviewer to explain why I haven't pre-registered studies (they were conducted a few years ago) and was suggested that it seems like malpractice. I know that the idea is that we should not have to trust one another (and ourselves), hence pre-registration is a transparent tool. I agree and at the same time lack of pre-registration should not be punished. I believe it is better to reward for good practice, rather than do witch-hunting. I also do not know why at aspredicted.org there was (or is) a new thing that an automatic message pops in when there are two similar pre-registrations and asks you to explain yourself (among others: to state that there is no data point shared between the two pre-registrations). I also do not know how come aspredicted.org was doing the analysis of the pre-registrations and what happens with the answer that one provides. I thought that the page just stores information and the researcher is the only one that decides on this data. I understand that there is a risk that people will pre-register two, contradictory hypothesis and this is why such a message appears in case of similar pre-registrations. Up to which point the idea of pre-registration and open science is to go chasing scientists and suspect the worse? I mean, if somebody wants to behave dishonestly, they will (they can pre-register at two different sites). So, again, I think it is better to work and motivate with rewards, rather than with fear and punishment.  Taken together, I am still in favor of pre-registration and open science and I plan to pre-register the studies that I lead. At the same time, I wish that the movement was more moderate and based more on positive reinforcement."	NA	6	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	I do not know	"4
Did not change"	3	"1
Was longer"	5	Neither Agree or Disagree
R_3LchwyuxUv7HfTH	138	Usually	Agree	Hypothesis testing	NA	counseling and developmental	prereg	I think pre-registration is great for my work. I do not always have time to go through the formal process with student projects which are on a short timeline.	NA	5	"7
Got more thought-through"	"7
Got more thought-through"	5	"4
Did not change"	6	"7
Improved"	"1
Was longer"	3	Strongly Agree
R_1rPLt8nhkoL2JtB	138	Sometimes	Strongly Agree	Hypothesis testing	NA	JDM	prereg	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Strongly Agree
R_25RzXHH6MtjhFtO	178	Occasionally	Agree	Modeling	NA	Personality Psychology	prereg	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	5	6	"4
Did not change"	"4
Did not change"	Strongly Agree
R_2DU3E7ZTc13Wamk	148	Usually	Strongly Agree	Hypothesis testing	NA	motivational psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	6	"4
Did not change"	5	5	"7
Improved"	I do not know	I do not know	Very Strongly Agree
R_2tL1FplOL20yA2u	315	Always	Very Strongly Agree	Estimation	NA	cognitive neuroscience	prereg	Many of my colleagues say that they do not have time to preregister. It should be part of the work ethics. They should make time to be considered researchers.	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	6	"7
Improved"	6	6	Very Strongly Agree
R_2ykmulxS6JTSuhX	189	Frequently	Agree	Hypothesis testing	NA	developmental psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got better"	"7
Improved"	"1
Was longer"	2	Strongly Agree
R_e8n91Ktz5aqkgYp	214	Usually	Very Strongly Agree	Other	A mix of hypothesis testing, modelling and simulations	Evolutionary anthropology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	6	6	"4
Did not change"	"4
Did not change"	"7
Improved"	"1
Was longer"	"4
Did not change"	Very Strongly Agree
R_2dtNE75Zrq4mZJY	323	Usually	Agree	Hypothesis testing	NA	Communication	prereg	At this point, although I find the pre-registration process helpful for teaching students and thinking through designs, I feel pre-registration is more of a slight liability than an advantage for publishing in my field	NA	"4
Did not change"	"4
Did not change"	5	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	2	"4
Did not change"	Disagree
R_8Byckw0oEpEORZ7	122	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	Social psychology	control	NA	NA	5	5	6	"4
Would not change"	5	5	6	3	5	Agree
R_25z5Lip5Ill3r5C	310	Usually	Strongly Agree	Hypothesis testing	NA	Speech neurophysiology	control	NA	NA	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	I do not know	"4
Would not change"	3	6	Agree
R_Q3PjJyMetbdGALv	600	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	cognitive psychology	control	In my field we ask very clear hypothesis driven questions and replicate our studies frequently. I will run registered reports only because it has become a standard in psychology, not because I believe it would improve my research in any meaningful way, I know that this is not the case in other labs or sub-fields in psychology, but reviewers do not always differentiate between which research question would benefit from pre-registration.	NA	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	3	2	Disagree
R_1LCIHXpDM4JmYcy	110	Usually	Strongly Agree	Hypothesis testing	NA	Cognitive	prereg	NA	NA	"4
Did not change"	5	"7
Got more thought-through"	"7
Got more thought-through"	5	"7
Got better"	5	3	3	Agree
R_RIkVUncLP2JZldf	136	Sometimes	Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	6	6	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	6	6	2	"4
Did not change"	Agree
R_ZvMTnZCgpzL8OJP	174	Usually	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	6	5	5	I do not know	5	"4
Did not change"	5	I do not know	I do not know	Agree
R_3e3TxeUCG3qXRga	122	Sometimes	Agree	Hypothesis testing	NA	Personality psychology	control	NA	NA	6	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	6	6	"4
Would not change"	Strongly Agree
R_32PKTRWoGs5WTs7	143	Frequently	Agree	Hypothesis testing	NA	language	prereg	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"7
Got better"	"4
Did not change"	2	"4
Did not change"	Neither Agree or Disagree
R_33EEL7uqnXRPHff	104	Frequently	Agree	Hypothesis testing	NA	experimental psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	Not applicable	"4
Did not change"	"4
Did not change"	"1
Was longer"	"1
Was increased"	Agree
R_6stmvjaMbL97rZ7	467	Usually	Strongly Agree	Hypothesis testing	NA	clinical psychology and methodology	prereg	I strongly recommend preregistration with a special attention to ethical issues (such as anonymity). I believe that preregistering the theoretical background, hypothesis, data analysis methods, outliers management, power estimation (a priori) are very important and improve the quality of scientific research. It is time consuming and not always easy to achieve but when it is done you might regain the time spent before in the data management and publication process after.	NA	5	5	5	5	I do not know	"4
Did not change"	"7
Improved"	I do not know	2	Very Strongly Agree
R_6gRi3xYoRMVrUQ1	478	Rarely	Very Strongly Disagree	Hypothesis testing	NA	Social Psychology	prereg	Preregistration is like the IRB; a well-intended attempt to solve a real problem (research SHOULD be ethical! research SHOULD be rigorous!) that in the end only adds more pointless bureaucracy without actually achieving its intended purpose. Does anyone actually think the IRB actually makes social science research more ethical? Or does it just add increasing administrative paperwork and bureaucratic hoops (at best) and active attempts by IRB’s to overreach and suppress research (at worst)? Preregistration is the same. The intention is good. In practice it’s a lot of time, and bureaucratic paperwork, with little obvious payoff - see for instance recent papers showing almost all papers deviate from the preregistration, often without disclosing. It’s ironic that psychologists came up with such an inefficient bureaucratic poorly thought out administrative solution to what’s really a scientific problem. And I say this as someone who has extensive experience with preregistration and open science - I’ll try any proposed reforms, I have an open mind. This one just isn’t good or feasible or helpful.	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"1
Got worse"	"1
Was longer"	"1
Was increased"	Very Strongly Disagree
R_BXGa3YnrcDdFp3H	301	Rarely	Disagree	Modeling	NA	consumer research	control	In my field, a large share of research is exploratory. I find pre-registration much less relevant than in fields that are primarily experiment and confirmatory.	NA	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	3	"4
Would not change"	2	2	Disagree
R_T4KU5hayr0KqqGd	172	Sometimes	Agree	Hypothesis testing	NA	Clinical health psychology	prereg	One of the things I don't think these questions capture is different practices/thoughts about primary data collected by a PI and secondary data analysis of publicly-available data.	NA	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	3	2	3	Agree
R_3GdIMXFqBE6p73h	125	Rarely	Disagree	Modeling	NA	Anesthesiology	prereg	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	Disagree
R_PByR9j96rbswu7D	732	Never	Very Strongly Disagree	Hypothesis testing	NA	evolutionary and social neuropsychology	prereg	"I'm afraid I think reregistration is a complete waste of time. It was thought up in a state of paranoia and utter distrust of one's colleagues by people who actually dont understand how real research is actually done, and largely do trivial research. It is based on the incredibly naive view that psychology and the behavioural sciences have strong theory where real predictions can actually be made. They simply dont. Predictions act merely as scapels to help thinking through data in the search for explanations. The most important heuristic feature of research is when your prediction fails because that tells you when you havent really understood how the world works [cf Popper]. At that point, you need to burrow into your data like a terrier to try to figure out what was happening. Preregistration discourages that. It is a sticking plaster for a non-problem and is more likely to impede the growth rather than promote it. It is a pure Emperor's New Clothes phenomenon that has created an illusion of ""science""."	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Very Strongly Disagree
R_a5CTfT7qYZ1SldT	112	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	cognitive psychology	control	NA	NA	5	6	6	5	"4
Would not change"	2	"7
Would improve"	I do not know	I do not know	Agree
R_1mUUriJcvEUHLca	257	Frequently	Very Strongly Disagree	Hypothesis testing	NA	Educational psychology	prereg	I my opinion pregistration did not change research practices by people at all beside the fact that it now an additional step you often have to take which increases the workload even more.	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"1
Was longer"	"1
Was increased"	Strongly Disagree
R_2cdc9msdDybg6C1	146	Sometimes	Agree	Hypothesis testing	NA	Social	prereg	NA	NA	5	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	3	Agree
R_32Wlfw2QwV4nzro	131	Usually	Strongly Agree	Hypothesis testing	NA	moral psychology	prereg	NA	NA	"7
Got more thought-through"	6	6	5	5	"4
Did not change"	6	3	"4
Did not change"	Agree
R_2c64R6zk91bsmeA	194	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	personality	control	NA	NA	6	6	"7
Would get more thought-through"	"4
Would not change"	6	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	Agree
R_3JIrMdQsmI0KSEY	150	Occasionally	Agree	Hypothesis testing	NA	Public health	control	NA	NA	"7
Would get more thought-through"	"4
Would not change"	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get better"	6	2	2	Agree
R_1QKou8njOVlbuxm	209	Always	Agree	Hypothesis testing	NA	Sport psychology	prereg	NA	NA	5	"7
Got more thought-through"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"7
Improved"	"4
Did not change"	"4
Did not change"	Agree
R_3rGsAitUgYNvjKa	155	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	human-robot-interaction	control	NA	NA	5	"4
Would not change"	6	"4
Would not change"	"4
Would not change"	I do not know	I do not know	"4
Would not change"	3	Very Strongly Agree
R_0BZOQBGukJ7gBHz	157	Usually	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	6	"4
Did not change"	6	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	3	3	Agree
R_3n1P9Vz6f3AeJss	1441	Rarely	Agree	Estimation	NA	Personality	control	The value of pre-registration seems to be highest for experiments study designs and more generally for study designs that do not require much data management & building up more complex models. So RCT-style studies should definitely incorporate preregistration as they have done in medical sciences. But I haven't yet seen the value of pre-registration for secondary data analysis or more generally for studies in which you have to examine the structure of the data and variables before you know whether it is feasible to fit more complex statistical models besides ANOVA. Sure, you can include the preliminary analysis in the pre-registration but what's the added value of such pre-registration? And how possible is it to, for instance, to submit the analysis code for such a project already in the pre-registration phase -- this would require skills of clairvoyance from the researchers. Or the researchers would have to carry our research with blinders on, leaving some important aspects of the data unchecked. Also, I am not eager to add pre-registration to the administrative burden that already includes writing research proposals, navigating manuscript submission portals, correctly formatting manuscripts, seeking IRB approval, submitting pre-prints etc. Pre-registration should be developed so that it considers all kinds of relevant psychological research. Otherwise it ends up glorifying some study designs at the expense of others that do not fit the experimental study protocols that are driving the pre-registration idea.	NA	5	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	3	2	Agree
R_wLDde3ZxuDHYHIJ	734	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	cognitive psychology	control	Obviously pre-registration can't make things less though through. However, given that I usually replicate my results, at least conceptually, ~2 time per study, I somewhat resent that reviewers now suggest that studies that are not pre-registered are somehow less trustworthy...	NA	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	2	2	Agree
R_w5UK0xElA4EgdC9	386	Always	Very Strongly Agree	Hypothesis testing	NA	Cognitive Psychology	prereg	Great study!	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	3	"4
Did not change"	Agree
R_0kTv7HPTgFMNGZH	268	Never	Very Strongly Disagree	Other	quantitative	experimental	control	What makes science great and unique is that researchers function independently, free of top-down doctrinaire theories as to how research should be done.	NA	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get less thought-through"	"1
Would get worse"	"1
Would get worse"	"1
Would be longer"	"1
Would be increased"	Very Strongly Disagree
R_1PUmglTn6nBUq3n	276	Frequently	Agree	Hypothesis testing	NA	cognitive/experimental/neuro-psychology	prereg	NA	NA	6	6	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	6	"4
Did not change"	5	Disagree
R_cwrmR57Xk1hGlkB	151	Frequently	Strongly Agree	Hypothesis testing	NA	social	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got better"	"7
Improved"	2	"4
Did not change"	Very Strongly Agree
R_1pVEAnYoDJWPXGR	221	Rarely	Disagree	Hypothesis testing	NA	consumer psychology	control	NA	NA	"4
Would not change"	5	3	6	5	3	3	2	2	Disagree
R_1OPkyRJKNDtv1vH	86	Usually	Agree	Hypothesis testing	NA	Social psychology	prereg	NA	NA	6	5	6	"4
Did not change"	5	"4
Did not change"	6	2	"4
Did not change"	Agree
R_2s7KSpD6aTc2fnB	123	Usually	Very Strongly Agree	Hypothesis testing	NA	personality	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got better"	"7
Improved"	2	2	Very Strongly Agree
R_5zDCm8ToTghEqTD	154	Sometimes	Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	6	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	5	"4
Did not change"	"7
Improved"	3	3	Very Strongly Agree
R_3qy9KSXFuKWs2GM	566	Always	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	Duration was longer because of the added peer-review in a Registered Report context, assuming that a normal article gets published after 2 rounds of peer-review. Also for normal preregs, it might get slightly longer as one spends more time in the starting phase.	NA	"7
Got more thought-through"	6	6	6	5	"4
Did not change"	6	3	6	Very Strongly Agree
R_10PFr0ZNxvV6x7f	159	Frequently	Agree	Modeling	NA	mathematical psychology; decision-making	prereg	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Neither Agree or Disagree
R_PNvZjVZX8ZykoQp	119	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"7
Improved"	"4
Did not change"	5	Very Strongly Agree
R_3Ic3lUmtv5i8DsC	161	Never	Neither Agree or Disagree	Hypothesis testing	NA	educational psychology	control	I am a bit skeptical of preregistration. My impression from other fields is that they just pre register every hypothesis they have and game the system. I'm not sure how honest it is making people who otherwise in the old system would not have been honest.	NA	"4
Would not change"	"4
Would not change"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	Disagree
R_1gbvatgySXR8Jec	327	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	Psychology of Language	control	NA	NA	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	5	"4
Would not change"	6	"4
Would not change"	"4
Would not change"	Strongly Agree
R_2TBtVcuAQqO4CYW	391	Sometimes	Agree	Hypothesis testing	NA	developmental/forensic psychology	control	I think pre-registration is really suitable for some designs, especially when doing highly experimental, controlled work and when using new methods/materials. Most of my work is quasi-experimental (although some is basic experimental and some is qualitative) so we just don't often have the control we would need to follow through with recommendations made at pre-reg. Also, more than half my work is with industry, which means that sometimes research questions have to be modified partway through because availability/accessibility changes, etc.  Finally, the speed at which our institutions expect us to pump through graduate students often means that pre-reg cannot happen for their work (and most of my work is student-led). In sum, I would very much like to pre-register some studies but circumstances haven't lent themselves to it for me. I don't think that not pre-registering should be frowned upon, nor does it mean that the quality of the work will be less. At the same time, I support the pre-reg movement and I am happy that it is an option.	NA	6	"4
Would not change"	5	"4
Would not change"	5	"4
Would not change"	5	"1
Would be longer"	5	Disagree
R_22qW59kfasjJngi	201	Usually	Strongly Agree	Hypothesis testing	NA	social psychology, organizational behavior	prereg	Might be helpful to list your university affiliations in the recruitment email. I googled some of you just to make sure it wasn't spam, then completed it. Might also be helpful to define Research Report or other terms on the first page of the survey.  Thanks for collecting the data - looks very interesting.	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got better"	"7
Improved"	"4
Did not change"	5	Very Strongly Agree
R_2XjKQ4yT20kTSDU	625	Usually	Strongly Agree	Hypothesis testing	NA	Social Psychology (Intimate Relationships)	prereg	I pre-register all empirical experiments that I run, but it is more difficult to use pre-registration when conducting a large longitudinal couples study in which I will be able to test many research ideas and hypotheses, some of which are already fleshed out, but others may develop later. My strategy so far has been to conceptually replicate findings from such ecologically large-scale studies in another similar study, and with preregistered experimental studies (which has been received well by journal editors and reviewers). To me, preregistration itself is not the holy grail (I think that replication more generally might be most important), but it's an extremely useful tool to guide the research process and practices.	NA	5	5	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got better"	5	5	6	Strongly Agree
R_3JLrwrm0vBqFUCz	147	Occasionally	Agree	Hypothesis testing	NA	developmental psychology	prereg	I think preregistration is useful for quality control within the lab. I actually think it often impairs the publication and reporting process and results in papers that are less effective and less useful.	NA	"4
Did not change"	5	6	6	5	5	6	"4
Did not change"	"4
Did not change"	Strongly Disagree
R_32WO4m40MW0LTvO	174	Frequently	Agree	Other	weird question	social, personality, legal, political	prereg	"""Thought-through"" is an unclear and crude measure to administer. Was very disappointed by the low quality measures/items used here."	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"1
Was longer"	"1
Was increased"	Agree
R_29cYjyXWuw9zzIM	111	Sometimes	Neither Agree or Disagree	Modeling	NA	developmental psychology	control	NA	NA	6	6	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	Agree
R_24uXQr3Dkx8qLAX	189	Usually	Very Strongly Agree	Modeling	NA	cognitive psychologie	prereg	NA	NA	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"7
Improved"	3	"4
Did not change"	Agree
R_RIYl5ArMGZJ4MSd	144	Occasionally	Neither Agree or Disagree	Modeling	NA	psycholinguistics	control	NA	NA	6	6	6	"4
Would not change"	I do not know	"4
Would not change"	5	2	I do not know	Agree
R_3DbjZFpGay7vp0M	148	Usually	Strongly Agree	Hypothesis testing	NA	Public administration	prereg	NA	NA	5	5	"4
Did not change"	"4
Did not change"	I do not know	"4
Did not change"	5	5	"4
Did not change"	Strongly Agree
R_2QQh4FG1CYivpam	187	Occasionally	Neither Agree or Disagree	Other	hypothesis-generating  (exploratory)	human-computer interaction	control	NA	NA	"4
Would not change"	"4
Would not change"	"1
Would get less thought-through"	"4
Would not change"	I do not know	3	5	6	3	Neither Agree or Disagree
R_BqSqWJtsoaJPH3j	254	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	cognitive psychology	control	Analysis plans and hypotheses can change for reasons unrelated to ethical scientific practices, especially among graduate students or junior scientists who are still learning as they go.	NA	"7
Would get more thought-through"	"4
Would not change"	"7
Would get more thought-through"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"1
Would be increased"	Agree
R_0AlqtVcBKrVtO9P	53028	Frequently	Strongly Agree	Hypothesis testing	NA	Experimental psychology	prereg	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"7
Improved"	"4
Did not change"	3	Agree
R_1Iu3NDvQBN2hjRD	156	Sometimes	Neither Agree or Disagree	Modeling	NA	clinical psychology	prereg	NA	NA	5	6	6	5	"4
Did not change"	"4
Did not change"	5	3	3	Agree
R_29ao1CU8JkpACq6	307	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	cognitive	control	I don't really know enough about preregistration and which journals do it. So at the moment I'm just doing what I usually do until forced/strongly encouraged to change. Pre reg could be a good thing though	NA	6	5	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	"7
Would improve"	3	"4
Would not change"	Agree
