response_id	response_raw	response_no	response_separate	group_validation
42	My experience with pre-registration has been mostly positive. The process of preparing a pre-registration takes some time and imposes a small delay, but, in my experience, this small negative has been well worth it for the benefit of having all collaborators on the same page, a clear conceptualization and plan for data analysis. I also find the process of posting data pushes us to keep better records and data files for transparency. In short, I think the process has pushed me to conduct better science than before.	2	benefit of having all collaborators on the same page, a clear conceptualization and plan for data analysis.	quality control
42	My experience with pre-registration has been mostly positive. The process of preparing a pre-registration takes some time and imposes a small delay, but, in my experience, this small negative has been well worth it for the benefit of having all collaborators on the same page, a clear conceptualization and plan for data analysis. I also find the process of posting data pushes us to keep better records and data files for transparency. In short, I think the process has pushed me to conduct better science than before.	3	I also find the process of posting data pushes us to keep better records and data files for transparency.	quality of data management
42	My experience with pre-registration has been mostly positive. The process of preparing a pre-registration takes some time and imposes a small delay, but, in my experience, this small negative has been well worth it for the benefit of having all collaborators on the same page, a clear conceptualization and plan for data analysis. I also find the process of posting data pushes us to keep better records and data files for transparency. In short, I think the process has pushed me to conduct better science than before.	4	In short, I think the process has pushed me to conduct better science than before.	ambiguous
43	I now preregister all my projects, and the changes I have noticed are that it makes my workflow more efficient. Data analysis is much faster when projects are finished because I already have a plan and am not tempted to "explore." It also improves the workflow because it acts as a "to-do" list of sorts that helps organize what steps the project needs. Data management is also much improved in the prereg era, but I attribute this more to the fact that I am posting/sharing data and code online so have to make it understandable to others. Pre-registration has certainly improved the quality of my research because I am thinking more carefully ahead of time about all the controls/concerns that I might otherwise not think of until after data collection.	1	I have noticed are that it makes my workflow more efficient.	smoothness of workflow
43	I now preregister all my projects, and the changes I have noticed are that it makes my workflow more efficient. Data analysis is much faster when projects are finished because I already have a plan and am not tempted to "explore." It also improves the workflow because it acts as a "to-do" list of sorts that helps organize what steps the project needs. Data management is also much improved in the prereg era, but I attribute this more to the fact that I am posting/sharing data and code online so have to make it understandable to others. Pre-registration has certainly improved the quality of my research because I am thinking more carefully ahead of time about all the controls/concerns that I might otherwise not think of until after data collection.	2	Data analysis is much faster when projects are finished because I already have a plan and am not tempted to "explore."	preparedness
43	I now preregister all my projects, and the changes I have noticed are that it makes my workflow more efficient. Data analysis is much faster when projects are finished because I already have a plan and am not tempted to "explore." It also improves the workflow because it acts as a "to-do" list of sorts that helps organize what steps the project needs. Data management is also much improved in the prereg era, but I attribute this more to the fact that I am posting/sharing data and code online so have to make it understandable to others. Pre-registration has certainly improved the quality of my research because I am thinking more carefully ahead of time about all the controls/concerns that I might otherwise not think of until after data collection.	3	It also improves the workflow because it acts as a "to-do" list of sorts that helps organize what steps the project needs.	smoothness of workflow
43	I now preregister all my projects, and the changes I have noticed are that it makes my workflow more efficient. Data analysis is much faster when projects are finished because I already have a plan and am not tempted to "explore." It also improves the workflow because it acts as a "to-do" list of sorts that helps organize what steps the project needs. Data management is also much improved in the prereg era, but I attribute this more to the fact that I am posting/sharing data and code online so have to make it understandable to others. Pre-registration has certainly improved the quality of my research because I am thinking more carefully ahead of time about all the controls/concerns that I might otherwise not think of until after data collection.	4	Data management is also much improved in the prereg era, but I attribute this more to the fact that I am posting/sharing data and code online so have to make it understandable to others.	quality of data management
43	I now preregister all my projects, and the changes I have noticed are that it makes my workflow more efficient. Data analysis is much faster when projects are finished because I already have a plan and am not tempted to "explore." It also improves the workflow because it acts as a "to-do" list of sorts that helps organize what steps the project needs. Data management is also much improved in the prereg era, but I attribute this more to the fact that I am posting/sharing data and code online so have to make it understandable to others. Pre-registration has certainly improved the quality of my research because I am thinking more carefully ahead of time about all the controls/concerns that I might otherwise not think of until after data collection.	5	Pre-registration has certainly improved the quality of my research because I am thinking more carefully ahead of time about all the controls/concerns that I might otherwise not think of until after data collection.	preparedness
44	My experience with preregistration has been relatively positive. Honestly, I do not see much difference between studies that I preregister vs. those that I do not. The only difference is that extra step of red-tape needed before data collection can begin. This can be somewhat annoying, and is often a barrier to preregistration for me. Nevertheless, I support the effort to encourage preregistration. My only concern is that eventually there will just be too many preregistrations for a person to ever look through. I would rather see this technique used strategically (e.g., to confirm initially unexpected findings with an a priori preregistered follow-up) rather than a standard “always preregister everything” practice. I could be persuaded though.	1	Honestly, I do not see much difference between studies that I preregister vs. those that I do not. The only difference is that extra step of red-tape needed before data collection can begin. This can be somewhat annoying, and is often a barrier to preregistration for me.	project time economy
44	My experience with preregistration has been relatively positive. Honestly, I do not see much difference between studies that I preregister vs. those that I do not. The only difference is that extra step of red-tape needed before data collection can begin. This can be somewhat annoying, and is often a barrier to preregistration for me. Nevertheless, I support the effort to encourage preregistration. My only concern is that eventually there will just be too many preregistrations for a person to ever look through. I would rather see this technique used strategically (e.g., to confirm initially unexpected findings with an a priori preregistered follow-up) rather than a standard “always preregister everything” practice. I could be persuaded though.	2	My only concern is that eventually there will just be too many preregistrations for a person to ever look through. I would rather see this technique used strategically (e.g., to confirm initially unexpected findings with an a priori preregistered follow-up) rather than a standard “always preregister everything” practice.	ambiguous
45	Benefits: It is useful to submit a protocol in this manner as it can help clarify your thinking and bring the project together in a nice manner. One negative thing about the process is that in one case of a meta-analysis, I did not pre-register as it was an update of another meta-analysis, but then the reviewers at a journal asked for a registration. Although pre-registration is useful I’m unsure if it is essential in all cases, i.e. when departments or teams are busy anyway updating projects continually, why the necessity for a new protocol if it developed from research already published by that team?	1	It is useful to submit a protocol in this manner as it can help clarify your thinking and bring the project together in a nice manner.	smoothness of workflow
45	Benefits: It is useful to submit a protocol in this manner as it can help clarify your thinking and bring the project together in a nice manner. One negative thing about the process is that in one case of a meta-analysis, I did not pre-register as it was an update of another meta-analysis, but then the reviewers at a journal asked for a registration. Although pre-registration is useful I’m unsure if it is essential in all cases, i.e. when departments or teams are busy anyway updating projects continually, why the necessity for a new protocol if it developed from research already published by that team?	2	One negative thing about the process is that in one case of a meta-analysis, I did not pre-register as it was an update of another meta-analysis, but then the reviewers at a journal asked for a registration.	ambiguous
45	Benefits: It is useful to submit a protocol in this manner as it can help clarify your thinking and bring the project together in a nice manner. One negative thing about the process is that in one case of a meta-analysis, I did not pre-register as it was an update of another meta-analysis, but then the reviewers at a journal asked for a registration. Although pre-registration is useful I’m unsure if it is essential in all cases, i.e. when departments or teams are busy anyway updating projects continually, why the necessity for a new protocol if it developed from research already published by that team?	3	Although pre-registration is useful I’m unsure if it is essential in all cases, i.e. when departments or teams are busy anyway updating projects continually, why the necessity for a new protocol if it developed from research already published by that team?	ambiguous
46	Honestly, preregistration has not changed my workflow much. I already specify materials, measures, hypothesis, and analysis plans at the point of IRB submission, so now I just repeat that on OSF. I could probably be better about uploading analysis code earlier in the process, but I usually do the coding and de-identify the data prior to uploading those to OSF at the time of manuscript submission. Plus, I have no problem reporting changes to preregistered plans based on unanticipated outcomes of the research process (and I report exploratory analysis as such). My undergraduate students (in both research methods/upper-division lab classes and those who work in my lab for credit) have also easily adapted to preregistration. Because I work at an exclusively undergraduate institution, preregistered REPORTS are a no-go for me because the delay between planning and executing would significantly impact the way students engage in the research process.	1	Honestly, preregistration has not changed my workflow much. I already specify materials, measures, hypothesis, and analysis plans at the point of IRB submission, so now I just repeat that on OSF. I could probably be better about uploading analysis code earlier in the process, but I usually do the coding and de-identify the data prior to uploading those to OSF at the time of manuscript submission.	smoothness of workflow
46	Honestly, preregistration has not changed my workflow much. I already specify materials, measures, hypothesis, and analysis plans at the point of IRB submission, so now I just repeat that on OSF. I could probably be better about uploading analysis code earlier in the process, but I usually do the coding and de-identify the data prior to uploading those to OSF at the time of manuscript submission. Plus, I have no problem reporting changes to preregistered plans based on unanticipated outcomes of the research process (and I report exploratory analysis as such). My undergraduate students (in both research methods/upper-division lab classes and those who work in my lab for credit) have also easily adapted to preregistration. Because I work at an exclusively undergraduate institution, preregistered REPORTS are a no-go for me because the delay between planning and executing would significantly impact the way students engage in the research process.	2	Plus, I have no problem reporting changes to preregistered plans based on unanticipated outcomes of the research process (and I report exploratory analysis as such).	ambiguous
46	Honestly, preregistration has not changed my workflow much. I already specify materials, measures, hypothesis, and analysis plans at the point of IRB submission, so now I just repeat that on OSF. I could probably be better about uploading analysis code earlier in the process, but I usually do the coding and de-identify the data prior to uploading those to OSF at the time of manuscript submission. Plus, I have no problem reporting changes to preregistered plans based on unanticipated outcomes of the research process (and I report exploratory analysis as such). My undergraduate students (in both research methods/upper-division lab classes and those who work in my lab for credit) have also easily adapted to preregistration. Because I work at an exclusively undergraduate institution, preregistered REPORTS are a no-go for me because the delay between planning and executing would significantly impact the way students engage in the research process.	3	My undergraduate students (in both research methods/upper-division lab classes and those who work in my lab for credit) have also easily adapted to preregistration.	ambiguous
47	Workflow: As compared to not pre-registering, pre-registered resulted in a more linear or at least organized workflow. It focused us on the core analysis that would be done on the study, made sure these analyses were feasible, given the design and measures, and probably saved us time in terms of cutting down on extra analysis or having to iterate Data management: As far as data management goes, for the particular projects we were working on (simple between condition lab or survey experiments), pre-registering didn't change much about data management -- aside from, as I mentioned above (perhaps in the wrong section), cutting down on the collection of unnecessary data, making sure we were collecting the right data, and reducing unnecessary or uninformative analyses. Quality of research: I think pre-registering our study definitely resulted in high quality confirmatory research. Our goal for the studies we were pre-registering was to be clear about effect we were specifying and increase our audience's confidence that this is a genuine effect. For these goals, I think pre-registration was effective. (One slight thought I'll mention is I now feel an obligation to pre-register all the studies I conduct. Nothing is really restricted by this, as I can always go beyond the pre-registration and simply make it clear I did so. However, I have wondered if always starting from a place of specifying the main analyses/analyses that will be central from the outset limits/constricts the types of studies I conduct or datasets I explore. It's possible that purposefully doing some highly unplanned, very exploratory analyses can sometimes lead to insights, new ideas, ideas for then more specific analyses that wouldn't have been arrived if always starting from a place of pre-registration. Also perhaps if I were to always pre-register, I would be less likely to try out methods I am less familiar with, because I am less sure of how to specify what I want to do--which I would otherwise kind of learn along the way. I recognize that this is a bit of a false dichotomy. But in practice, it is possible that a shift towards pre-registration does results in some of these changes/re-prioritizations. Just a dumb/half-formed thought.)	1	Workflow: As compared to not pre-registering, pre-registered resulted in a more linear or at least organized workflow. It focused us on the core analysis that would be done on the study, made sure these analyses were feasible, given the design and measures, and probably saved us time in terms of cutting down on extra analysis or having to iterate	smoothness of workflow
47	Workflow: As compared to not pre-registering, pre-registered resulted in a more linear or at least organized workflow. It focused us on the core analysis that would be done on the study, made sure these analyses were feasible, given the design and measures, and probably saved us time in terms of cutting down on extra analysis or having to iterate Data management: As far as data management goes, for the particular projects we were working on (simple between condition lab or survey experiments), pre-registering didn't change much about data management -- aside from, as I mentioned above (perhaps in the wrong section), cutting down on the collection of unnecessary data, making sure we were collecting the right data, and reducing unnecessary or uninformative analyses. Quality of research: I think pre-registering our study definitely resulted in high quality confirmatory research. Our goal for the studies we were pre-registering was to be clear about effect we were specifying and increase our audience's confidence that this is a genuine effect. For these goals, I think pre-registration was effective. (One slight thought I'll mention is I now feel an obligation to pre-register all the studies I conduct. Nothing is really restricted by this, as I can always go beyond the pre-registration and simply make it clear I did so. However, I have wondered if always starting from a place of specifying the main analyses/analyses that will be central from the outset limits/constricts the types of studies I conduct or datasets I explore. It's possible that purposefully doing some highly unplanned, very exploratory analyses can sometimes lead to insights, new ideas, ideas for then more specific analyses that wouldn't have been arrived if always starting from a place of pre-registration. Also perhaps if I were to always pre-register, I would be less likely to try out methods I am less familiar with, because I am less sure of how to specify what I want to do--which I would otherwise kind of learn along the way. I recognize that this is a bit of a false dichotomy. But in practice, it is possible that a shift towards pre-registration does results in some of these changes/re-prioritizations. Just a dumb/half-formed thought.)	2	Data management: As far as data management goes, for the particular projects we were working on (simple between condition lab or survey experiments), pre-registering didn't change much about data management -- aside from, as I mentioned above (perhaps in the wrong section), cutting down on the collection of unnecessary data, making sure we were collecting the right data, and reducing unnecessary or uninformative analyses.	quality of data management
47	Workflow: As compared to not pre-registering, pre-registered resulted in a more linear or at least organized workflow. It focused us on the core analysis that would be done on the study, made sure these analyses were feasible, given the design and measures, and probably saved us time in terms of cutting down on extra analysis or having to iterate Data management: As far as data management goes, for the particular projects we were working on (simple between condition lab or survey experiments), pre-registering didn't change much about data management -- aside from, as I mentioned above (perhaps in the wrong section), cutting down on the collection of unnecessary data, making sure we were collecting the right data, and reducing unnecessary or uninformative analyses. Quality of research: I think pre-registering our study definitely resulted in high quality confirmatory research. Our goal for the studies we were pre-registering was to be clear about effect we were specifying and increase our audience's confidence that this is a genuine effect. For these goals, I think pre-registration was effective. (One slight thought I'll mention is I now feel an obligation to pre-register all the studies I conduct. Nothing is really restricted by this, as I can always go beyond the pre-registration and simply make it clear I did so. However, I have wondered if always starting from a place of specifying the main analyses/analyses that will be central from the outset limits/constricts the types of studies I conduct or datasets I explore. It's possible that purposefully doing some highly unplanned, very exploratory analyses can sometimes lead to insights, new ideas, ideas for then more specific analyses that wouldn't have been arrived if always starting from a place of pre-registration. Also perhaps if I were to always pre-register, I would be less likely to try out methods I am less familiar with, because I am less sure of how to specify what I want to do--which I would otherwise kind of learn along the way. I recognize that this is a bit of a false dichotomy. But in practice, it is possible that a shift towards pre-registration does results in some of these changes/re-prioritizations. Just a dumb/half-formed thought.)	3	Quality of research: I think pre-registering our study definitely resulted in high quality confirmatory research. Our goal for the studies we were pre-registering was to be clear about effect we were specifying and increase our audience's confidence that this is a genuine effect. For these goals, I think pre-registration was effective.	quality of the study design
47	Workflow: As compared to not pre-registering, pre-registered resulted in a more linear or at least organized workflow. It focused us on the core analysis that would be done on the study, made sure these analyses were feasible, given the design and measures, and probably saved us time in terms of cutting down on extra analysis or having to iterate Data management: As far as data management goes, for the particular projects we were working on (simple between condition lab or survey experiments), pre-registering didn't change much about data management -- aside from, as I mentioned above (perhaps in the wrong section), cutting down on the collection of unnecessary data, making sure we were collecting the right data, and reducing unnecessary or uninformative analyses. Quality of research: I think pre-registering our study definitely resulted in high quality confirmatory research. Our goal for the studies we were pre-registering was to be clear about effect we were specifying and increase our audience's confidence that this is a genuine effect. For these goals, I think pre-registration was effective. (One slight thought I'll mention is I now feel an obligation to pre-register all the studies I conduct. Nothing is really restricted by this, as I can always go beyond the pre-registration and simply make it clear I did so. However, I have wondered if always starting from a place of specifying the main analyses/analyses that will be central from the outset limits/constricts the types of studies I conduct or datasets I explore. It's possible that purposefully doing some highly unplanned, very exploratory analyses can sometimes lead to insights, new ideas, ideas for then more specific analyses that wouldn't have been arrived if always starting from a place of pre-registration. Also perhaps if I were to always pre-register, I would be less likely to try out methods I am less familiar with, because I am less sure of how to specify what I want to do--which I would otherwise kind of learn along the way. I recognize that this is a bit of a false dichotomy. But in practice, it is possible that a shift towards pre-registration does results in some of these changes/re-prioritizations. Just a dumb/half-formed thought.)	4	One slight thought I'll mention is I now feel an obligation to pre-register all the studies I conduct. Nothing is really restricted by this, as I can always go beyond the pre-registration and simply make it clear I did so. However, I have wondered if always starting from a place of specifying the main analyses/analyses that will be central from the outset limits/constricts the types of studies I conduct or datasets I explore. It's possible that purposefully doing some highly unplanned, very exploratory analyses can sometimes lead to insights, new ideas, ideas for then more specific analyses that wouldn't have been arrived if always starting from a place of pre-registration.	ambiguous
47	Workflow: As compared to not pre-registering, pre-registered resulted in a more linear or at least organized workflow. It focused us on the core analysis that would be done on the study, made sure these analyses were feasible, given the design and measures, and probably saved us time in terms of cutting down on extra analysis or having to iterate Data management: As far as data management goes, for the particular projects we were working on (simple between condition lab or survey experiments), pre-registering didn't change much about data management -- aside from, as I mentioned above (perhaps in the wrong section), cutting down on the collection of unnecessary data, making sure we were collecting the right data, and reducing unnecessary or uninformative analyses. Quality of research: I think pre-registering our study definitely resulted in high quality confirmatory research. Our goal for the studies we were pre-registering was to be clear about effect we were specifying and increase our audience's confidence that this is a genuine effect. For these goals, I think pre-registration was effective. (One slight thought I'll mention is I now feel an obligation to pre-register all the studies I conduct. Nothing is really restricted by this, as I can always go beyond the pre-registration and simply make it clear I did so. However, I have wondered if always starting from a place of specifying the main analyses/analyses that will be central from the outset limits/constricts the types of studies I conduct or datasets I explore. It's possible that purposefully doing some highly unplanned, very exploratory analyses can sometimes lead to insights, new ideas, ideas for then more specific analyses that wouldn't have been arrived if always starting from a place of pre-registration. Also perhaps if I were to always pre-register, I would be less likely to try out methods I am less familiar with, because I am less sure of how to specify what I want to do--which I would otherwise kind of learn along the way. I recognize that this is a bit of a false dichotomy. But in practice, it is possible that a shift towards pre-registration does results in some of these changes/re-prioritizations. Just a dumb/half-formed thought.)	5	Also perhaps if I were to always pre-register, I would be less likely to try out methods I am less familiar with, because I am less sure of how to specify what I want to do--which I would otherwise kind of learn along the way. I recognize that this is a bit of a false dichotomy. But in practice, it is possible that a shift towards pre-registration does results in some of these changes/re-prioritizations. Just a dumb/half-formed thought.	considerateness
48	During the past three years, I have preregistered all my studies. However, based on the aims of a study, the preregistration could differ (we chose a platform to preregister based on how strict guidelines for preregistration are). Overall, I don’t think that I would have conducted the studies differently without preregistration. However, it gives you credibility when you decide to do some non-standard things beforehand. Furthermore, when analyzing data, and results are not really what you expected, I usually make a clear distinction in research reports between what we preregistered and post-hoc, exploratory analyses. This might also be clearer for the reader than without the preregistration. As disadvantages: it takes more time and you need to think about certain things beforehand (but this is not necessarily a bad thing). Overall: no differences in workflow (except a bit more time) and data management, and quality is identical or better when using preregistrations.	1	Overall, I don’t think that I would have conducted the studies differently without preregistration.	ambiguous
48	During the past three years, I have preregistered all my studies. However, based on the aims of a study, the preregistration could differ (we chose a platform to preregister based on how strict guidelines for preregistration are). Overall, I don’t think that I would have conducted the studies differently without preregistration. However, it gives you credibility when you decide to do some non-standard things beforehand. Furthermore, when analyzing data, and results are not really what you expected, I usually make a clear distinction in research reports between what we preregistered and post-hoc, exploratory analyses. This might also be clearer for the reader than without the preregistration. As disadvantages: it takes more time and you need to think about certain things beforehand (but this is not necessarily a bad thing). Overall: no differences in workflow (except a bit more time) and data management, and quality is identical or better when using preregistrations.	2	However, it gives you credibility when you decide to do some non-standard things beforehand.	preparedness
48	During the past three years, I have preregistered all my studies. However, based on the aims of a study, the preregistration could differ (we chose a platform to preregister based on how strict guidelines for preregistration are). Overall, I don’t think that I would have conducted the studies differently without preregistration. However, it gives you credibility when you decide to do some non-standard things beforehand. Furthermore, when analyzing data, and results are not really what you expected, I usually make a clear distinction in research reports between what we preregistered and post-hoc, exploratory analyses. This might also be clearer for the reader than without the preregistration. As disadvantages: it takes more time and you need to think about certain things beforehand (but this is not necessarily a bad thing). Overall: no differences in workflow (except a bit more time) and data management, and quality is identical or better when using preregistrations.	3	Furthermore, when analyzing data, and results are not really what you expected, I usually make a clear distinction in research reports between what we preregistered and post-hoc, exploratory analyses. This might also be clearer for the reader than without the preregistration.	preparedness
48	During the past three years, I have preregistered all my studies. However, based on the aims of a study, the preregistration could differ (we chose a platform to preregister based on how strict guidelines for preregistration are). Overall, I don’t think that I would have conducted the studies differently without preregistration. However, it gives you credibility when you decide to do some non-standard things beforehand. Furthermore, when analyzing data, and results are not really what you expected, I usually make a clear distinction in research reports between what we preregistered and post-hoc, exploratory analyses. This might also be clearer for the reader than without the preregistration. As disadvantages: it takes more time and you need to think about certain things beforehand (but this is not necessarily a bad thing). Overall: no differences in workflow (except a bit more time) and data management, and quality is identical or better when using preregistrations.	4	As disadvantages: it takes more time and you need to think about certain things beforehand (but this is not necessarily a bad thing).	project time economy
48	During the past three years, I have preregistered all my studies. However, based on the aims of a study, the preregistration could differ (we chose a platform to preregister based on how strict guidelines for preregistration are). Overall, I don’t think that I would have conducted the studies differently without preregistration. However, it gives you credibility when you decide to do some non-standard things beforehand. Furthermore, when analyzing data, and results are not really what you expected, I usually make a clear distinction in research reports between what we preregistered and post-hoc, exploratory analyses. This might also be clearer for the reader than without the preregistration. As disadvantages: it takes more time and you need to think about certain things beforehand (but this is not necessarily a bad thing). Overall: no differences in workflow (except a bit more time) and data management, and quality is identical or better when using preregistrations.	5	Overall: no differences in workflow (except a bit more time) and data management, and quality is identical or better when using preregistrations.	smoothness of workflow
49	Preregistration made the workflow of my study easier by providing a centralized documentation that I can rely on to create stimuli and procedure. For non-preregistered research, a lot of time is spent for trial-and-error process to design the experiment. For my preregistered project, I had to go through this process beforehand to create a preregistration document, which worked well for me, and I believe eventually improved the overall methodology and quality of the study.	1	Preregistration made the workflow of my study easier by providing a centralized documentation that I can rely on to create stimuli and procedure. For non-preregistered research, a lot of time is spent for trial-and-error process to design the experiment.	smoothness of workflow
49	Preregistration made the workflow of my study easier by providing a centralized documentation that I can rely on to create stimuli and procedure. For non-preregistered research, a lot of time is spent for trial-and-error process to design the experiment. For my preregistered project, I had to go through this process beforehand to create a preregistration document, which worked well for me, and I believe eventually improved the overall methodology and quality of the study.	2	For my preregistered project, I had to go through this process beforehand to create a preregistration document, which worked well for me, and I believe eventually improved the overall methodology and quality of the study.	quality of the study design
